+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101
1     inf    15.232    18.0    22.361    25.0    20.616    11.18    21.213    26.249    32.016    25.495    33.541    15.0    11.18    32.016    30.414    29.155    30.414    15.811    32.016    31.623    18.028    26.926    36.056    30.0    33.541    11.18    5.0    6.325    29.833    25.495    17.464    34.0    24.759    36.056    41.037    41.4    21.213    42.426    33.971    11.18    28.862    25.495    34.176    31.89    29.155    35.468    34.205    27.803    43.932    16.971    26.926    11.314    4.472    22.804    30.463    29.206    23.195    9.055    17.804    18.028    25.495    25.495    34.928    46.519    49.93    40.497    43.863    21.378    12.166    21.095    39.661    22.472    20.125    24.597    27.785    15.652    19.698    31.064    25.554    21.095    27.586    23.324    21.095    24.331    23.022    35.355    18.385    19.235    9.0    32.249    25.612    18.385    20.248    12.042    14.866    15.264    17.205    21.26    17.493    24.042    
2     15.232    inf    32.558    14.56    32.202    32.202    24.839    21.024    31.575    17.804    15.556    26.401    16.643    26.401    46.872    45.354    42.45    40.706    22.847    28.231    16.492    29.275    39.205    46.174    27.785    37.643    19.416    10.817    12.0    24.042    11.045    10.44    20.881    12.369    24.739    27.203    40.522    35.805    56.851    41.593    24.021    42.012    40.719    49.396    46.098    36.688    39.013    33.734    28.16    39.825    6.325    12.042    15.232    18.439    25.612    34.059    38.897    38.079    23.537    32.016    28.302    38.288    19.235    24.413    38.21    35.0    25.298    51.108    18.028    4.472    8.062    24.839    33.541    32.14    36.346    38.833    10.63    13.416    20.224    16.031    19.209    14.866    26.077    29.547    34.986    36.797    48.27    33.615    15.297    20.518    20.591    39.699    33.015    33.971    26.627    29.682    29.069    32.249    35.609    31.145    38.601    
3     18.0    32.558    inf    34.409    20.224    23.854    16.401    36.249    36.069    47.424    43.29    50.289    23.431    9.434    21.19    13.0    25.179    32.696    27.459    47.424    49.031    10.44    12.207    23.324    34.986    30.15    16.401    23.0    20.881    38.288    43.29    35.228    52.0    39.357    48.415    55.57    54.203    15.297    32.311    25.495    9.434    12.207    12.083    18.439    24.187    35.805    45.277    47.434    41.34    58.669    32.311    43.324    27.203    14.142    25.06    28.636    18.682    5.831    9.055    15.652    24.759    24.042    42.45    52.612    63.246    65.795    57.723    34.176    30.414    30.067    39.051    55.543    12.042    9.0    11.705    15.232    28.653    31.623    43.6    38.013    29.0    42.059    36.056    29.0    27.785    19.647    31.016    7.071    36.139    20.125    50.16    20.1    13.928    18.385    13.454    12.207    16.401    10.77    16.492    17.493    17.029    
4     22.361    14.56    34.409    inf    25.0    42.72    33.541    35.355    45.044    15.0    29.155    40.311    11.18    32.016    53.151    47.17    51.478    52.202    35.355    42.72    22.361    26.926    36.401    40.0    14.142    26.926    18.028    20.616    16.125    9.487    21.213    25.0    31.241    7.28    14.142    21.541    55.082    43.012    64.031    33.377    25.0    40.162    45.277    52.802    53.824    49.497    53.085    48.27    42.579    54.129    8.246    14.318    28.071    22.804    16.125    23.409    33.061    40.224    26.87    39.962    39.56    47.854    33.615    36.878    51.225    32.757    28.636    41.761    6.083    18.111    21.095    23.087    30.083    30.083    33.242    34.525    6.708    2.828    9.22    3.606    8.062    9.0    40.05    41.773    46.174    45.277    57.706    38.184    29.833    30.676    32.558    47.707    40.224    42.544    34.132    36.62    37.59    38.419    43.267    39.825    45.804    
5     25.0    32.202    20.224    25.0    inf    41.231    31.623    46.098    50.537    40.0    47.17    57.009    15.811    25.495    41.231    29.155    45.0    50.99    40.311    56.569    46.098    10.0    14.142    15.0    18.028    10.0    14.142    28.284    22.023    23.77    42.72    40.0    52.924    32.062    36.401    45.706    66.4    35.0    52.202    9.434    15.811    18.385    32.016    36.235    44.407    52.202    59.942    59.203    52.802    68.593    28.16    38.471    36.235    21.095    9.22    8.544    8.246    24.352    19.925    34.234    40.497    43.186    49.041    56.436    69.635    57.428    53.339    19.209    19.026    32.45    40.249    48.042    8.944    11.402    11.402    10.817    22.804    23.087    32.558    28.071    17.029    34.0    48.26    44.385    45.354    39.051    51.039    27.074    43.186    32.65    52.773    40.012    33.061    37.216    29.833    30.265    33.734    30.017    36.014    35.511    37.054    
6     20.616    32.202    23.854    42.72    41.231    inf    10.0    20.616    13.928    50.0    33.541    35.355    35.355    15.811    20.0    29.155    11.18    10.0    11.18    30.0    46.098    31.623    36.056    47.17    50.249    50.99    30.0    22.361    26.926    50.448    39.051    27.203    43.829    43.909    55.902    59.405    32.696    11.18    26.926    48.466    25.495    35.468    20.125    28.16    16.492    12.042    22.204    26.926    22.091    39.051    36.235    44.045    17.692    22.023    42.012    48.508    42.048    24.759    21.378    8.485    4.472    6.708    29.411    40.804    47.0    66.468    54.818    57.697    41.976    27.803    34.059    56.639    34.928    31.78    35.355    38.949    36.056    40.162    50.99    45.695    41.593    46.648    17.0    7.071    4.123    8.062    16.279    17.692    24.597    12.083    40.311    11.0    10.63    6.708    11.402    11.662    7.616    13.454    9.849    6.403    12.369    
7     11.18    24.839    16.401    33.541    31.623    10.0    inf    20.616    19.849    42.426    30.414    35.355    25.495    7.071    22.361    25.495    18.028    20.0    11.18    31.623    40.311    22.361    28.284    39.051    40.311    41.231    20.0    14.142    17.464    40.804    33.541    22.804    40.262    35.609    47.17    51.662    37.802    11.18    32.016    39.357    15.811    28.601    18.028    27.074    21.26    20.616    29.206    31.064    25.06    42.485    27.803    36.878    13.153    12.042    32.016    38.639    33.287    19.313    11.705    7.211    8.944    14.318    28.018    39.051    48.052    59.816    49.244    48.877    32.28    20.809    28.636    49.679    26.077    23.022    27.019    30.61    26.833    30.871    42.19    36.715    31.78    38.419    19.723    13.038    14.036    12.042    24.187    12.369    22.023    5.099    37.483    14.866    8.544    9.22    3.162    6.0    4.243    9.0    10.817    6.403    13.892    
8     21.213    21.024    36.249    35.355    46.098    20.616    20.616    inf    12.207    36.401    14.142    15.0    33.541    26.926    40.311    46.098    31.623    25.0    10.0    11.18    29.155    39.051    47.17    57.009    47.434    54.083    32.016    18.028    24.698    44.721    22.361    11.18    24.207    33.061    45.277    45.541    20.591    30.0    47.434    55.172    32.016    48.301    38.21    47.096    37.108    18.439    18.111    13.416    7.28    22.804    27.166    30.083    9.899    25.495    42.544    50.774    50.329    39.85    28.844    26.019    16.279    27.203    8.944    20.248    27.459    49.93    37.014    65.069    37.643    17.263    18.028    41.146    43.417    40.804    45.222    48.6    30.083    33.734    41.049    37.054    38.275    35.228    5.831    14.318    21.024    28.284    35.777    32.985    6.325    16.155    20.248    31.401    28.071    26.077    23.77    26.476    23.087    29.428    29.017    24.0    32.062    
9     26.249    31.575    36.069    45.044    50.537    13.928    19.849    12.207    inf    48.104    26.249    24.166    40.792    26.907    33.377    42.942    23.0    13.928    10.44    17.72    41.34    41.881    48.104    58.898    55.579    59.615    37.336    25.179    31.575    54.009    34.482    22.847    36.069    43.932    56.294    57.385    18.788    25.08    38.328    58.83    34.986    48.166    34.015    42.059    29.017    6.403    9.434    13.153    9.487    25.318    37.216    41.785    17.0    29.547    49.041    56.648    53.009    38.013    31.064    21.954    11.402    19.105    20.518    31.064    34.366    62.129    49.204    68.505    46.174    27.295    29.967    53.235    45.804    42.802    46.861    50.448    39.013    43.0    51.788    47.265    46.39    46.325    6.403    7.211    12.042    21.84    25.71    30.806    18.358    17.889    31.89    24.515    24.187    20.616    22.627    24.207    20.0    26.627    23.77    19.723    26.249    
10    32.016    17.804    47.424    15.0    40.0    50.0    42.426    36.401    48.104    inf    25.0    35.355    25.495    43.012    64.031    60.415    60.208    58.31    40.311    40.0    11.18    41.231    50.99    55.0    26.926    41.231    31.623    28.284    26.926    20.125    15.0    25.298    21.932    8.246    11.18    9.434    53.0    53.151    74.33    48.26    38.079    54.571    57.14    65.368    63.655    53.712    54.342    47.17    42.755    49.649    15.264    6.325    32.757    34.132    31.064    37.855    48.042    53.226    38.949    49.518    46.043    56.08    31.064    29.411    43.463    18.385    14.318    56.294    21.024    22.204    18.439    8.246    44.721    44.385    47.854    49.366    18.974    17.117    10.0    12.166    23.022    6.0    42.059    47.011    52.697    54.452    66.068    49.93    30.083    38.288    25.0    57.28    50.329    51.624    43.932    46.861    46.669    49.204    53.075    48.795    55.973    
11    25.495    15.556    43.29    29.155    47.17    33.541    30.414    14.142    26.249    25.0    inf    11.18    32.016    35.0    52.202    55.0    44.721    39.051    22.361    15.0    15.811    42.72    52.202    60.415    43.012    53.151    33.541    20.616    25.495    38.471    10.0    8.062    10.296    24.352    35.355    33.377    28.0    41.231    60.415    56.604    36.401    54.342    48.374    57.428    49.769    32.558    30.463    22.361    18.788    25.298    21.401    19.105    17.263    29.833    41.11    49.578    53.226    48.042    34.525    37.108    29.069    40.249    6.325    9.487    22.672    36.235    23.022    66.287    33.422    14.765    8.062    28.16    47.17    45.222    49.649    52.555    26.173    28.601    32.016    29.547    34.713    25.71    19.849    28.018    34.67    40.497    49.396    42.048    8.944    25.318    7.071    43.658    38.833    37.947    33.242    36.346    33.956    39.319    40.522    35.44    43.681    
12    33.541    26.401    50.289    40.311    57.009    35.355    35.355    15.0    24.166    35.355    11.18    inf    42.426    41.231    55.227    60.828    46.098    38.079    25.0    7.071    25.0    51.478    60.415    69.462    54.083    63.64    43.012    29.155    35.0    49.649    20.616    17.029    15.524    35.468    46.098    43.0    18.682    45.0    61.847    66.4    44.721    62.032    53.151    62.073    51.788    30.414    24.759    15.0    14.765    14.318    32.45    29.833    23.087    38.013    51.624    60.108    62.434    54.342    42.154    41.012    31.145    41.773    8.062    8.062    13.0    43.681    30.083    76.217    44.407    24.759    19.235    37.121    55.946    53.666    58.138    61.294    37.014    39.661    43.012    40.719    45.607    36.688    18.682    28.636    35.171    43.186    49.649    47.676    14.318    30.594    11.18    46.271    43.046    41.049    38.471    41.304    38.053    44.283    44.011    39.0    47.043    
13    15.0    16.643    23.431    11.18    15.811    35.355    25.495    33.541    40.792    25.495    32.016    42.426    inf    22.361    43.012    36.056    42.72    45.277    30.414    43.012    30.414    15.811    25.495    30.414    15.0    21.213    7.071    15.811    9.22    15.652    26.926    25.495    37.162    17.263    25.0    32.696    54.12    33.541    54.083    25.08    14.142    29.12    34.713    41.869    44.294    44.102    49.729    46.957    40.719    55.0    12.369    23.022    24.352    13.601    9.22    17.692    23.195    29.206    16.643    31.016    33.015    39.56    34.713    41.049    54.672    43.681    38.013    34.482    7.211    17.692    24.698    33.734    19.235    18.974    22.361    24.021    7.071    8.544    20.248    14.765    6.325    19.647    37.0    36.056    39.205    36.401    49.041    27.803    29.411    24.0    37.216    38.484    30.871    33.838    25.298    27.313    29.12    28.653    34.015    31.321    36.235    
14    11.18    26.401    9.434    32.016    25.495    15.811    7.071    26.926    26.907    43.012    35.0    41.231    22.361    inf    21.213    20.0    20.616    25.495    18.028    38.079    42.72    15.811    21.213    32.016    36.401    35.355    15.811    15.811    16.279    38.013    36.401    27.019    44.283    35.468    46.098    51.856    44.822    11.18    32.016    32.696    10.0    21.633    14.318    23.087    21.954    27.295    36.235    38.013    31.906    49.244    27.803    38.079    18.248    9.22    27.295    33.061    26.42    13.153    6.083    9.055    15.811    18.028    33.541    44.102    54.12    61.057    51.624    42.059    29.53    23.087    31.78    50.774    19.235    16.125    20.0    23.601    25.495    29.206    41.11    35.468    28.636    38.288    26.627    20.0    19.925    14.318    26.926    7.28    27.295    10.77    42.012    16.155    8.544    12.042    4.472    5.099    8.246    6.403    11.705    10.05    13.892    
15    32.016    46.872    21.19    53.151    41.231    20.0    22.361    40.311    33.377    64.031    52.202    55.227    43.012    21.213    inf    15.811    11.18    22.361    30.414    50.0    62.65    31.623    30.0    40.311    55.902    50.99    36.056    36.056    37.483    58.523    55.902    44.944    62.298    56.639    67.268    73.0    51.662    11.18    11.18    45.044    29.155    27.166    9.22    10.63    5.657    29.411    40.162    46.53    42.048    58.694    48.918    58.822    35.114    30.414    46.098    49.729    38.053    17.117    26.401    15.232    24.083    14.318    48.836    60.208    67.0    81.841    71.589    52.24    50.22    43.046    50.99    71.61    32.558    29.833    31.145    34.015    46.69    50.329    62.29    56.639    49.092    59.464    37.0    27.019    21.378    12.042    13.601    15.264    43.417    27.313    59.203    9.0    13.892    14.318    20.248    17.205    18.385    14.866    11.705    16.763    8.544    
16    30.414    45.354    13.0    47.17    29.155    29.155    25.495    46.098    42.942    60.415    55.0    60.828    36.056    20.0    15.811    inf    25.0    35.355    36.401    57.009    61.847    21.213    15.811    25.0    46.098    38.079    29.155    35.355    33.838    50.249    55.902    47.011    64.195    52.326    61.033    68.476    61.717    18.028    25.0    30.806    22.361    12.166    9.22    7.28    21.024    40.804    51.313    55.543    49.98    67.417    45.31    56.303    38.118    26.926    36.125    37.59    24.042    7.28    21.84    21.024    31.78    26.173    53.339    64.07    73.546    78.791    70.605    37.0    42.802    42.579    51.478    68.542    20.248    18.439    17.889    19.925    41.593    44.418    56.303    50.774    41.231    55.009    44.598    35.777    32.202    22.023    29.069    13.153    47.17    30.265    62.008    20.518    18.788    22.472    22.361    19.647    23.409    16.763    19.416    23.259    17.692    
17    29.155    42.45    25.179    51.478    45.0    11.18    18.028    31.623    23.0    60.208    44.721    46.098    42.72    20.616    11.18    25.0    inf    11.18    22.361    40.311    57.009    35.0    36.401    47.434    57.009    55.0    36.401    32.016    35.355    58.31    50.0    38.275    55.009    53.6    65.192    69.527    40.792    10.0    15.811    50.636    30.414    34.54    16.125    21.401    6.083    18.439    29.12    36.056    32.14    48.166    45.804    54.452    28.601    29.155    47.854    53.085    43.738    23.409    26.683    11.705    15.652    4.472    40.497    51.865    57.219    77.156    65.803    58.941    49.769    38.184    45.0    67.179    37.216    34.132    36.674    40.025    44.777    48.765    60.208    54.708    49.041    56.4    27.459    17.464    11.045    6.325    6.325    18.111    35.777    21.932    51.478    5.099    12.166    8.944    17.464    15.524    13.892    15.033    9.055    11.662    8.246    
